product_id,category_id,sku,name,slug,description,price,cost,status,created_at,updated_at
397,10,VHBH-5341,Vortex Heavy-Duty Bike Helmet,vortex-heavy-duty-bike-helmet,The high-performance Vortex Heavy-Duty Bike Helmet designed for optimal durability and style.,116.64,74.2,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
398,5,NHT-5313,Nexus Heavy-Duty T-Shirt,nexus-heavy-duty-t-shirt,The high-performance Nexus Heavy-Duty T-Shirt designed for optimal durability and style.,138.65,96.84,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
399,3,NAC-2404,Nova Active Camera,nova-active-camera,The high-performance Nova Active Camera designed for optimal durability and style.,170.35,99.97,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
400,3,ECS-9561,Echo Classic Switch,echo-classic-switch,The high-performance Echo Classic Switch designed for optimal durability and style.,110.47,70.46,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
401,3,HPC-7468,Horizon Pro Camera,horizon-pro-camera,The high-performance Horizon Pro Camera designed for optimal durability and style.,226.67,136.78,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
402,10,SAT-2970,Sierra Active Treadmill,sierra-active-treadmill,The high-performance Sierra Active Treadmill designed for optimal durability and style.,1139.51,747.46,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
403,3,NPT-1699,Nova Premium Thermostat,nova-premium-thermostat,The high-performance Nova Premium Thermostat designed for optimal durability and style.,111.61,62.21,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
404,9,NECM-6238,Nexus Ergonomic Coffee Maker,nexus-ergonomic-coffee-maker,The high-performance Nexus Ergonomic Coffee Maker designed for optimal durability and style.,548.27,312.03,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
405,6,ELC-9514,Echo Lite Cardigan,echo-lite-cardigan,The high-performance Echo Lite Cardigan designed for optimal durability and style.,168.48,97.01,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
406,8,NCS-7790,Nova Comfort Sofa,nova-comfort-sofa,The high-performance Nova Comfort Sofa designed for optimal durability and style.,262.73,165.94,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
407,2,QEN-5687,Quantum Ergonomic Notebook,quantum-ergonomic-notebook,The high-performance Quantum Ergonomic Notebook designed for optimal durability and style.,1736.94,998.2,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
408,9,HEM-8750,Horizon Ergonomic Microwave,horizon-ergonomic-microwave,The high-performance Horizon Ergonomic Microwave designed for optimal durability and style.,41.73,29.03,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
409,9,VCAF-6431,Vortex Classic Air Fryer,vortex-classic-air-fryer,The high-performance Vortex Classic Air Fryer designed for optimal durability and style.,420.5,317.44,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
410,5,ALS-6094,Apex Lite Sweater,apex-lite-sweater,The high-performance Apex Lite Sweater designed for optimal durability and style.,92.74,59.99,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
411,10,UST-8259,Ultra Smart Tent,ultra-smart-tent,The high-performance Ultra Smart Tent designed for optimal durability and style.,930.64,637.24,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
412,2,UHW-7671,Ultra Heavy-Duty Workstation,ultra-heavy-duty-workstation,The high-performance Ultra Heavy-Duty Workstation designed for optimal durability and style.,1485.78,884.53,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
413,8,NSS-6097,Nova Smart Sofa,nova-smart-sofa,The high-performance Nova Smart Sofa designed for optimal durability and style.,1077.42,717.47,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
414,8,ASCT-4288,Apex Smart Coffee Table,apex-smart-coffee-table,The high-performance Apex Smart Coffee Table designed for optimal durability and style.,1262.8,886.33,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
415,9,UPCM-8605,Ultra Pro Coffee Maker,ultra-pro-coffee-maker,The high-performance Ultra Pro Coffee Maker designed for optimal durability and style.,312.97,193.47,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
416,5,HEP-3909,Horizon Ergonomic Polo,horizon-ergonomic-polo,The high-performance Horizon Ergonomic Polo designed for optimal durability and style.,288.63,187.75,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
417,10,MWT-1449,Matrix Wireless Tent,matrix-wireless-tent,The high-performance Matrix Wireless Tent designed for optimal durability and style.,468.79,339.35,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
418,10,UASB-4387,Ultra Active Sleeping Bag,ultra-active-sleeping-bag,The high-performance Ultra Active Sleeping Bag designed for optimal durability and style.,328.75,218.47,discontinued,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
419,10,NAYM-8767,Nova Active Yoga Mat,nova-active-yoga-mat,The high-performance Nova Active Yoga Mat designed for optimal durability and style.,1094.53,674.1,draft,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
420,5,SPS-7943,Sierra Pro Sweater,sierra-pro-sweater,The high-performance Sierra Pro Sweater designed for optimal durability and style.,269.9,156.39,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
421,5,SPB-2676,Summit Portable Blazer,summit-portable-blazer,The high-performance Summit Portable Blazer designed for optimal durability and style.,14.12,7.85,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
422,8,SEB-5631,Summit Ergonomic Bookshelf,summit-ergonomic-bookshelf,The high-performance Summit Ergonomic Bookshelf designed for optimal durability and style.,479.28,353.96,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
423,9,TPCM-5895,Titan Pro Coffee Maker,titan-pro-coffee-maker,The high-performance Titan Pro Coffee Maker designed for optimal durability and style.,129.25,82.92,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
424,10,NEWB-6236,Nova Ergonomic Water Bottle,nova-ergonomic-water-bottle,The high-performance Nova Ergonomic Water Bottle designed for optimal durability and style.,819.46,493.46,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
425,5,VCB-1578,Vortex Comfort Blazer,vortex-comfort-blazer,The high-performance Vortex Comfort Blazer designed for optimal durability and style.,179.91,100.1,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
426,9,UAM-8794,Ultra Active Microwave,ultra-active-microwave,The high-performance Ultra Active Microwave designed for optimal durability and style.,545.79,333.63,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
427,10,SPT-5813,Summit Portable Treadmill,summit-portable-treadmill,The high-performance Summit Portable Treadmill designed for optimal durability and style.,124.34,91.16,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
428,10,NAB-2463,Nexus Active Backpack,nexus-active-backpack,The high-performance Nexus Active Backpack designed for optimal durability and style.,272.93,193.34,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
429,5,TPS-8598,Titan Pro Sweater,titan-pro-sweater,The high-performance Titan Pro Sweater designed for optimal durability and style.,257.15,167.5,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
430,8,QHCT-9199,Quantum Heavy-Duty Coffee Table,quantum-heavy-duty-coffee-table,The high-performance Quantum Heavy-Duty Coffee Table designed for optimal durability and style.,219.33,133.71,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
431,10,SST-4281,Stellar Smart Treadmill,stellar-smart-treadmill,The high-performance Stellar Smart Treadmill designed for optimal durability and style.,416.46,232.19,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
432,3,TSC-8988,Titan Smart Camera,titan-smart-camera,The high-performance Titan Smart Camera designed for optimal durability and style.,89.83,50.09,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
433,6,MPL-3595,Matrix Premium Leggings,matrix-premium-leggings,The high-performance Matrix Premium Leggings designed for optimal durability and style.,179.01,106.44,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
434,9,VCAF-8821,Vortex Comfort Air Fryer,vortex-comfort-air-fryer,The high-performance Vortex Comfort Air Fryer designed for optimal durability and style.,242.32,183.73,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
435,2,TPW-1293,Titan Portable Workstation,titan-portable-workstation,The high-performance Titan Portable Workstation designed for optimal durability and style.,1358.35,841.95,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
436,5,MSC-7284,Matrix Smart Chinos,matrix-smart-chinos,The high-performance Matrix Smart Chinos designed for optimal durability and style.,156.96,108.02,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
437,5,HPH-8105,Horizon Portable Hoodie,horizon-portable-hoodie,The high-performance Horizon Portable Hoodie designed for optimal durability and style.,267.74,148.93,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
438,5,NPJ-7609,Nova Premium Jeans,nova-premium-jeans,The high-performance Nova Premium Jeans designed for optimal durability and style.,17.51,12.4,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
439,2,SPT-3017,Sierra Portable Tablet,sierra-portable-tablet,The high-performance Sierra Portable Tablet designed for optimal durability and style.,742.68,456.96,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
440,5,NPT-1785,Nova Portable T-Shirt,nova-portable-t-shirt,The high-performance Nova Portable T-Shirt designed for optimal durability and style.,202.65,124.57,discontinued,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
441,9,QCAF-7230,Quantum Comfort Air Fryer,quantum-comfort-air-fryer,The high-performance Quantum Comfort Air Fryer designed for optimal durability and style.,91.69,64.28,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
442,9,SCCM-7895,Summit Classic Coffee Maker,summit-classic-coffee-maker,The high-performance Summit Classic Coffee Maker designed for optimal durability and style.,403.77,247.52,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
443,3,VWC-5631,Vortex Wireless Camera,vortex-wireless-camera,The high-performance Vortex Wireless Camera designed for optimal durability and style.,37.36,27.61,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
444,5,SPJ-6864,Stellar Portable Jacket,stellar-portable-jacket,The high-performance Stellar Portable Jacket designed for optimal durability and style.,214.59,148.23,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
445,3,THLB-4842,Terra Heavy-Duty Light Bulb,terra-heavy-duty-light-bulb,The high-performance Terra Heavy-Duty Light Bulb designed for optimal durability and style.,10.66,6.52,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
446,10,EWD-5192,Echo Wireless Dumbbells,echo-wireless-dumbbells,The high-performance Echo Wireless Dumbbells designed for optimal durability and style.,776.05,507.76,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
447,2,QSL-5760,Quantum Smart Laptop,quantum-smart-laptop,The high-performance Quantum Smart Laptop designed for optimal durability and style.,730.03,445.58,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
448,10,NCYM-3267,Nova Classic Yoga Mat,nova-classic-yoga-mat,The high-performance Nova Classic Yoga Mat designed for optimal durability and style.,798.72,576.59,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
449,8,MWDT-6615,Matrix Wireless Dining Table,matrix-wireless-dining-table,The high-performance Matrix Wireless Dining Table designed for optimal durability and style.,311.08,207.33,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
450,6,THYP-3732,Terra Heavy-Duty Yoga Pants,terra-heavy-duty-yoga-pants,The high-performance Terra Heavy-Duty Yoga Pants designed for optimal durability and style.,52.87,32.08,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
451,3,QCH-8178,Quantum Comfort Hub,quantum-comfort-hub,The high-performance Quantum Comfort Hub designed for optimal durability and style.,53.5,35.91,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
452,9,SSAF-8997,Stellar Smart Air Fryer,stellar-smart-air-fryer,The high-performance Stellar Smart Air Fryer designed for optimal durability and style.,85.5,56.79,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
453,9,SLM-9570,Stellar Lite Microwave,stellar-lite-microwave,The high-performance Stellar Lite Microwave designed for optimal durability and style.,419.18,260.5,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
454,6,TAYP-3435,Titan Active Yoga Pants,titan-active-yoga-pants,The high-performance Titan Active Yoga Pants designed for optimal durability and style.,296.08,187.49,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
455,9,NPJ-8688,Nexus Portable Juicer,nexus-portable-juicer,The high-performance Nexus Portable Juicer designed for optimal durability and style.,514.09,296.36,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
456,3,TPP-9305,Titan Pro Plug,titan-pro-plug,The high-performance Titan Pro Plug designed for optimal durability and style.,63.45,39.13,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
457,6,HEJ-2442,Horizon Ergonomic Jeans,horizon-ergonomic-jeans,The high-performance Horizon Ergonomic Jeans designed for optimal durability and style.,301.96,198.2,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
458,9,AWAF-7755,Apex Wireless Air Fryer,apex-wireless-air-fryer,The high-performance Apex Wireless Air Fryer designed for optimal durability and style.,40.78,25.9,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
459,8,SPB-4389,Summit Pro Bookshelf,summit-pro-bookshelf,The high-performance Summit Pro Bookshelf designed for optimal durability and style.,997.44,652.73,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
460,10,UHB-8751,Ultra Heavy-Duty Backpack,ultra-heavy-duty-backpack,The high-performance Ultra Heavy-Duty Backpack designed for optimal durability and style.,862.26,581.96,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
461,9,UCCM-6818,Ultra Classic Coffee Maker,ultra-classic-coffee-maker,The high-performance Ultra Classic Coffee Maker designed for optimal durability and style.,501.33,281.3,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
462,9,QCB-9067,Quantum Classic Blender,quantum-classic-blender,The high-performance Quantum Classic Blender designed for optimal durability and style.,101.46,61.18,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
463,8,UPS-7437,Ultra Premium Sofa,ultra-premium-sofa,The high-performance Ultra Premium Sofa designed for optimal durability and style.,358.68,209.48,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
464,10,VCD-8381,Vortex Classic Dumbbells,vortex-classic-dumbbells,The high-performance Vortex Classic Dumbbells designed for optimal durability and style.,553.21,346.91,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
465,2,ECM-8912,Echo Classic Mouse,echo-classic-mouse,The high-performance Echo Classic Mouse designed for optimal durability and style.,1849.88,1094.25,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
466,3,TSC-7347,Terra Smart Camera,terra-smart-camera,The high-performance Terra Smart Camera designed for optimal durability and style.,167.81,104.68,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
467,6,TPJ-3185,Titan Pro Jeans,titan-pro-jeans,The high-performance Titan Pro Jeans designed for optimal durability and style.,61.29,38.28,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
468,10,TPB-4560,Terra Portable Backpack,terra-portable-backpack,The high-performance Terra Portable Backpack designed for optimal durability and style.,247.46,153.5,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
469,9,NAB-9255,Nexus Active Blender,nexus-active-blender,The high-performance Nexus Active Blender designed for optimal durability and style.,334.65,206.77,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
470,8,HEB-7839,Horizon Ergonomic Bookshelf,horizon-ergonomic-bookshelf,The high-performance Horizon Ergonomic Bookshelf designed for optimal durability and style.,1026.02,587.33,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
471,6,NCB-1414,Nova Classic Blouse,nova-classic-blouse,The high-performance Nova Classic Blouse designed for optimal durability and style.,142.59,107.49,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
472,10,NPT-3399,Nexus Pro Tent,nexus-pro-tent,The high-performance Nexus Pro Tent designed for optimal durability and style.,1008.54,612.98,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
473,2,THN-4675,Titan Heavy-Duty Notebook,titan-heavy-duty-notebook,The high-performance Titan Heavy-Duty Notebook designed for optimal durability and style.,1488.69,941.83,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
474,10,TPYM-7251,Terra Pro Yoga Mat,terra-pro-yoga-mat,The high-performance Terra Pro Yoga Mat designed for optimal durability and style.,469.97,264.27,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
475,8,ACN-5117,Apex Classic Nightstand,apex-classic-nightstand,The high-performance Apex Classic Nightstand designed for optimal durability and style.,340.49,196.31,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
476,3,SALB-9955,Summit Active Light Bulb,summit-active-light-bulb,The high-performance Summit Active Light Bulb designed for optimal durability and style.,187.23,133.9,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
477,6,NAB-4063,Nexus Active Blouse,nexus-active-blouse,The high-performance Nexus Active Blouse designed for optimal durability and style.,337.43,202.35,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
478,3,SPP-6415,Sierra Pro Plug,sierra-pro-plug,The high-performance Sierra Pro Plug designed for optimal durability and style.,121.92,68.93,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
479,8,AAB-5934,Apex Active Bookshelf,apex-active-bookshelf,The high-performance Apex Active Bookshelf designed for optimal durability and style.,758.75,478.3,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
480,5,EPJ-9529,Echo Premium Jeans,echo-premium-jeans,The high-performance Echo Premium Jeans designed for optimal durability and style.,31.63,20.37,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
481,2,TPW-6437,Titan Premium Workstation,titan-premium-workstation,The high-performance Titan Premium Workstation designed for optimal durability and style.,672.17,464.59,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
482,6,EAD-2879,Echo Active Dress,echo-active-dress,The high-performance Echo Active Dress designed for optimal durability and style.,239.09,157.0,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
483,8,UCN-6258,Ultra Classic Nightstand,ultra-classic-nightstand,The high-performance Ultra Classic Nightstand designed for optimal durability and style.,599.9,353.28,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
484,9,MCM-7143,Matrix Classic Microwave,matrix-classic-microwave,The high-performance Matrix Classic Microwave designed for optimal durability and style.,318.3,204.78,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
485,9,ULM-2349,Ultra Lite Microwave,ultra-lite-microwave,The high-performance Ultra Lite Microwave designed for optimal durability and style.,569.96,411.91,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
486,2,SWW-4492,Summit Wireless Workstation,summit-wireless-workstation,The high-performance Summit Wireless Workstation designed for optimal durability and style.,1731.93,1145.38,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
487,9,TCK-2181,Terra Comfort Kettle,terra-comfort-kettle,The high-performance Terra Comfort Kettle designed for optimal durability and style.,453.2,329.15,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
488,2,QCT-5127,Quantum Classic Tablet,quantum-classic-tablet,The high-performance Quantum Classic Tablet designed for optimal durability and style.,1122.8,707.28,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
489,6,HAYP-8094,Horizon Active Yoga Pants,horizon-active-yoga-pants,The high-performance Horizon Active Yoga Pants designed for optimal durability and style.,121.0,80.95,draft,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
490,9,SWJ-1745,Sierra Wireless Juicer,sierra-wireless-juicer,The high-performance Sierra Wireless Juicer designed for optimal durability and style.,426.51,319.17,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
491,10,SPD-5612,Summit Pro Dumbbells,summit-pro-dumbbells,The high-performance Summit Pro Dumbbells designed for optimal durability and style.,920.21,605.86,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
492,6,NPS-3234,Nexus Portable Skirt,nexus-portable-skirt,The high-performance Nexus Portable Skirt designed for optimal durability and style.,265.16,156.12,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
493,9,NPK-7113,Nexus Pro Kettle,nexus-pro-kettle,The high-performance Nexus Pro Kettle designed for optimal durability and style.,575.29,440.64,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
494,2,AEM-9800,Apex Ergonomic Mouse,apex-ergonomic-mouse,The high-performance Apex Ergonomic Mouse designed for optimal durability and style.,1101.84,820.7,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
495,9,TPAF-9397,Titan Premium Air Fryer,titan-premium-air-fryer,The high-performance Titan Premium Air Fryer designed for optimal durability and style.,102.62,73.72,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
496,2,NAL-9992,Nexus Active Laptop,nexus-active-laptop,The high-performance Nexus Active Laptop designed for optimal durability and style.,930.61,590.93,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
497,2,UEDP-6420,Ultra Ergonomic Desktop PC,ultra-ergonomic-desktop-pc,The high-performance Ultra Ergonomic Desktop PC designed for optimal durability and style.,723.92,442.59,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
498,2,ULDP-8383,Ultra Lite Desktop PC,ultra-lite-desktop-pc,The high-performance Ultra Lite Desktop PC designed for optimal durability and style.,666.77,409.13,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
499,8,TLOC-3762,Titan Lite Office Chair,titan-lite-office-chair,The high-performance Titan Lite Office Chair designed for optimal durability and style.,52.03,36.56,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
500,6,MLL-6432,Matrix Lite Leggings,matrix-lite-leggings,The high-performance Matrix Lite Leggings designed for optimal durability and style.,309.09,201.83,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
501,8,QSN-2343,Quantum Smart Nightstand,quantum-smart-nightstand,The high-performance Quantum Smart Nightstand designed for optimal durability and style.,1269.81,734.27,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
502,5,TAC-2235,Terra Active Chinos,terra-active-chinos,The high-performance Terra Active Chinos designed for optimal durability and style.,268.93,155.92,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
503,8,VECT-1600,Vortex Ergonomic Coffee Table,vortex-ergonomic-coffee-table,The high-performance Vortex Ergonomic Coffee Table designed for optimal durability and style.,847.57,539.26,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
504,10,NLWB-4658,Nexus Lite Water Bottle,nexus-lite-water-bottle,The high-performance Nexus Lite Water Bottle designed for optimal durability and style.,1070.59,671.3,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
505,8,EWOC-6961,Echo Wireless Office Chair,echo-wireless-office-chair,The high-performance Echo Wireless Office Chair designed for optimal durability and style.,775.65,475.47,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
506,8,SSBF-9423,Summit Smart Bed Frame,summit-smart-bed-frame,The high-performance Summit Smart Bed Frame designed for optimal durability and style.,249.24,180.66,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
507,10,NHB-1662,Nexus Heavy-Duty Backpack,nexus-heavy-duty-backpack,The high-performance Nexus Heavy-Duty Backpack designed for optimal durability and style.,268.83,174.13,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
508,2,SPK-7358,Summit Premium Keyboard,summit-premium-keyboard,The high-performance Summit Premium Keyboard designed for optimal durability and style.,947.3,620.24,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
509,5,QPS-5314,Quantum Portable Sweater,quantum-portable-sweater,The high-performance Quantum Portable Sweater designed for optimal durability and style.,178.65,112.71,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
510,8,SWB-5121,Summit Wireless Bookshelf,summit-wireless-bookshelf,The high-performance Summit Wireless Bookshelf designed for optimal durability and style.,592.56,337.91,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
511,10,THBH-1108,Titan Heavy-Duty Bike Helmet,titan-heavy-duty-bike-helmet,The high-performance Titan Heavy-Duty Bike Helmet designed for optimal durability and style.,606.19,442.64,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
512,9,MPB-4062,Matrix Premium Blender,matrix-premium-blender,The high-performance Matrix Premium Blender designed for optimal durability and style.,111.27,69.5,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
513,6,NLB-8889,Nova Lite Blouse,nova-lite-blouse,The high-performance Nova Lite Blouse designed for optimal durability and style.,241.2,156.67,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
514,6,APD-3095,Apex Premium Dress,apex-premium-dress,The high-performance Apex Premium Dress designed for optimal durability and style.,207.12,150.03,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
515,8,NCCT-5231,Nexus Classic Coffee Table,nexus-classic-coffee-table,The high-performance Nexus Classic Coffee Table designed for optimal durability and style.,1387.16,890.16,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
516,9,AAJ-5644,Apex Active Juicer,apex-active-juicer,The high-performance Apex Active Juicer designed for optimal durability and style.,569.41,404.33,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
517,8,NEBF-3979,Nexus Ergonomic Bed Frame,nexus-ergonomic-bed-frame,The high-performance Nexus Ergonomic Bed Frame designed for optimal durability and style.,951.77,611.91,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
518,6,SEB-4765,Sierra Ergonomic Blouse,sierra-ergonomic-blouse,The high-performance Sierra Ergonomic Blouse designed for optimal durability and style.,141.7,103.73,discontinued,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
519,8,SPN-7877,Stellar Portable Nightstand,stellar-portable-nightstand,The high-performance Stellar Portable Nightstand designed for optimal durability and style.,1247.58,778.4,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
520,8,APB-2925,Apex Portable Bookshelf,apex-portable-bookshelf,The high-performance Apex Portable Bookshelf designed for optimal durability and style.,180.59,110.81,active,2024-01-01 00:00:00+00,2024-01-01 00:00:00+00
